file,client,side,source
voc_new_003.jpg,pressure_gauge_industrial,train,unknown
voc_new_004.jpg,pressure_gauge_industrial,train,unknown
voc_new_005.jpg,pressure_gauge_lab,train,unknown
voc_new_006.jpg,pressure_gauge_industrial,train,unknown
voc_new_007.jpg,pressure_gauge_industrial,train,unknown
voc_new_008.jpg,pressure_gauge_handheld,train,unknown
voc_new_009.jpg,pressure_gauge_industrial,test,unknown
voc_new_010.jpg,pressure_gauge_industrial,train,unknown
voc_new_011.jpg,pressure_gauge_industrial,train,unknown
voc_new_012.jpg,pressure_gauge_industrial,train,unknown
voc_new_013.jpg,pressure_gauge_catalog,test,unknown
voc_new_014.jpg,pressure_gauge_lab,train,unknown
voc_new_015.jpg,pressure_gauge_industrial,train,unknown
voc_new_016.jpg,pressure_gauge_industrial,train,unknown
voc_new_017.jpg,pressure_gauge_handheld,test,unknown
voc_new_018.jpg,pressure_gauge_industrial,train,unknown
voc_new_019.jpg,pressure_gauge_industrial,test,unknown
voc_new_020.jpg,pressure_gauge_industrial,train,unknown
voc_new_021.jpg,pressure_gauge_industrial,train,unknown
voc_new_022.jpg,pressure_gauge_industrial,train,unknown
voc_new_023.jpg,pressure_gauge_industrial,train,unknown
voc_new_024.jpg,pressure_gauge_industrial,train,unknown
voc_new_025.jpg,pressure_gauge_industrial,train,unknown
voc_new_026.jpg,pressure_gauge_industrial,train,unknown
voc_new_027.jpg,pressure_gauge_industrial,train,unknown
voc_new_028.jpg,pressure_gauge_industrial,test,unknown
voc_new_029.jpg,pressure_gauge_industrial,test,unknown
voc_new_030.jpg,pressure_gauge_industrial,train,unknown
voc_new_031.jpg,pressure_gauge_industrial,train,unknown
voc_new_032.jpg,pressure_gauge_industrial,train,unknown
voc_new_033.jpg,pressure_gauge_industrial,train,unknown
voc_new_034.jpg,pressure_gauge_industrial,test,unknown
voc_new_035.jpg,pressure_gauge_industrial,train,unknown
voc_new_036.jpg,pressure_gauge_industrial,train,unknown
voc_new_037.jpg,pressure_gauge_catalog,train,unknown
voc_new_038.jpg,pressure_gauge_handheld,train,unknown
voc_new_039.jpg,pressure_gauge_industrial,train,unknown
voc_new_040.jpg,pressure_gauge_industrial,train,unknown
voc_new_041.jpg,pressure_gauge_industrial,train,unknown
voc_new_042.jpg,pressure_gauge_industrial,train,unknown
voc_new_043.jpg,pressure_gauge_industrial,train,unknown
voc_new_044.jpg,pressure_gauge_industrial,train,unknown
voc_new_045.jpg,pressure_gauge_industrial,test,unknown
voc_new_046.jpg,pressure_gauge_industrial,test,unknown
voc_new_047.jpg,pressure_gauge_industrial,train,unknown
voc_new_048.jpg,pressure_gauge_industrial,train,unknown
voc_new_049.jpg,pressure_gauge_handheld,train,unknown
voc_new_050.jpg,pressure_gauge_industrial,test,unknown
voc_new_051.jpg,pressure_gauge_industrial,train,unknown
voc_new_052.jpg,pressure_gauge_industrial,train,unknown
voc_new_053.jpg,pressure_gauge_industrial,train,unknown
voc_new_054.jpg,pressure_gauge_industrial,train,unknown
voc_new_055.jpg,pressure_gauge_industrial,train,unknown
voc_new_056.jpg,pressure_gauge_industrial,train,unknown
voc_new_057.jpg,pressure_gauge_industrial,train,unknown
voc_new_058.jpg,pressure_gauge_industrial,train,unknown
voc_new_059.jpg,pressure_gauge_industrial,test,unknown
voc_new_060.jpg,pressure_gauge_catalog,train,unknown
voc_new_061.jpg,pressure_gauge_industrial,train,unknown
voc_new_062.jpg,pressure_gauge_industrial,train,unknown
voc_new_063.jpg,pressure_gauge_industrial,test,unknown
voc_new_064.jpg,pressure_gauge_industrial,train,unknown
voc_new_065.jpg,pressure_gauge_industrial,train,unknown
voc_new_066.jpg,pressure_gauge_industrial,test,unknown
voc_new_067.jpg,pressure_gauge_handheld,train,unknown
voc_new_068.jpg,pressure_gauge_industrial,train,unknown
voc_new_069.jpg,pressure_gauge_industrial,train,unknown
voc_new_070.jpg,pressure_gauge_industrial,train,unknown
voc_new_071.jpg,pressure_gauge_industrial,test,unknown
voc_new_072.jpg,pressure_gauge_industrial,train,unknown
voc_new_073.jpg,pressure_gauge_industrial,train,unknown
voc_new_074.jpg,pressure_gauge_industrial,test,unknown
voc_new_075.jpg,pressure_gauge_industrial,train,unknown
voc_new_076.jpg,pressure_gauge_industrial,test,unknown
voc_new_077.jpg,pressure_gauge_industrial,train,unknown
voc_new_078.jpg,pressure_gauge_industrial,test,unknown
voc_new_079.jpg,pressure_gauge_industrial,test,unknown
voc_new_080.jpg,pressure_gauge_industrial,train,unknown
voc_new_081.jpg,pressure_gauge_lab,train,unknown
voc_new_082.jpg,pressure_gauge_industrial,train,unknown
voc_new_083.jpg,pressure_gauge_catalog,train,unknown
voc_new_084.jpg,pressure_gauge_industrial,train,unknown
voc_new_085.jpg,pressure_gauge_industrial,train,unknown
voc_new_086.jpg,pressure_gauge_industrial,train,unknown
voc_new_087.jpg,pressure_gauge_industrial,test,unknown
voc_new_088.jpg,pressure_gauge_handheld,train,unknown
voc_new_089.jpg,pressure_gauge_catalog,test,unknown
voc_new_090.jpg,pressure_gauge_industrial,test,unknown
voc_new_091.jpg,pressure_gauge_industrial,train,unknown
voc_new_092.jpg,pressure_gauge_industrial,test,unknown
voc_new_093.jpg,pressure_gauge_industrial,test,unknown
voc_new_094.jpg,pressure_gauge_industrial,train,unknown
voc_new_095.jpg,pressure_gauge_industrial,train,unknown
voc_new_096.jpg,pressure_gauge_industrial,train,unknown
voc_new_097.jpg,pressure_gauge_industrial,test,unknown
voc_new_098.jpg,pressure_gauge_industrial,test,unknown
voc_new_099.jpg,pressure_gauge_industrial,train,unknown
voc_new_100.jpg,pressure_gauge_industrial,train,unknown
voc_new_101.jpg,pressure_gauge_industrial,train,unknown
voc_new_102.jpg,pressure_gauge_industrial,train,unknown
voc_new_103.jpg,pressure_gauge_industrial,train,unknown
voc_new_104.jpg,pressure_gauge_industrial,train,unknown
voc_new_105.jpg,pressure_gauge_industrial,train,unknown
voc_new_106.jpg,pressure_gauge_industrial,train,unknown
voc_new_107.jpg,pressure_gauge_industrial,test,unknown
voc_new_108.jpg,pressure_gauge_industrial,train,unknown
voc_new_109.jpg,pressure_gauge_industrial,train,unknown
voc_new_110.jpg,pressure_gauge_industrial,train,unknown
voc_new_111.jpg,pressure_gauge_industrial,train,unknown
voc_new_112.jpg,pressure_gauge_industrial,train,unknown
voc_new_113.jpg,pressure_gauge_catalog,train,unknown
voc_new_114.jpg,pressure_gauge_industrial,train,unknown
voc_new_115.jpg,pressure_gauge_industrial,test,unknown
voc_new_116.jpg,pressure_gauge_industrial,train,unknown
voc_new_117.jpg,pressure_gauge_industrial,train,unknown
voc_new_118.jpg,pressure_gauge_industrial,test,unknown
voc_new_119.jpg,pressure_gauge_industrial,train,unknown
voc_new_120.jpg,pressure_gauge_industrial,train,unknown
voc_new_121.jpg,pressure_gauge_catalog,train,unknown
voc_new_122.jpg,pressure_gauge_industrial,train,unknown
voc_new_123.jpg,pressure_gauge_handheld,train,unknown
voc_new_124.jpg,pressure_gauge_industrial,test,unknown
voc_new_125.jpg,pressure_gauge_industrial,train,unknown
voc_new_126.jpg,pressure_gauge_industrial,test,unknown
voc_new_127.jpg,pressure_gauge_industrial,test,unknown
voc_new_128.jpg,pressure_gauge_industrial,train,unknown
voc_new_129.jpg,pressure_gauge_industrial,test,unknown
voc_new_130.jpg,pressure_gauge_industrial,train,unknown
voc_new_131.jpg,pressure_gauge_industrial,train,unknown
voc_new_132.jpg,pressure_gauge_catalog,test,unknown
voc_new_133.jpg,pressure_gauge_industrial,train,unknown
voc_new_134.jpg,pressure_gauge_lab,test,unknown
voc_new_135.jpg,pressure_gauge_industrial,train,unknown
voc_new_136.jpg,pressure_gauge_industrial,test,unknown
voc_new_137.jpg,pressure_gauge_industrial,train,unknown
voc_new_138.jpg,pressure_gauge_industrial,train,unknown
voc_new_139.jpg,pressure_gauge_industrial,test,unknown
voc_new_140.jpg,pressure_gauge_industrial,train,unknown
voc_new_141.jpg,pressure_gauge_industrial,train,unknown
voc_new_142.jpg,pressure_gauge_catalog,train,unknown
voc_new_143.jpg,pressure_gauge_handheld,test,unknown
voc_new_144.jpg,pressure_gauge_industrial,train,unknown
voc_new_145.jpg,pressure_gauge_industrial,train,unknown
voc_new_146.jpg,pressure_gauge_industrial,test,unknown
voc_new_147.jpg,pressure_gauge_lab,train,unknown
voc_new_148.jpg,pressure_gauge_lab,test,unknown
voc_new_149.jpg,pressure_gauge_industrial,train,unknown
voc_new_150.jpg,pressure_gauge_industrial,test,unknown
voc_new_151.jpg,pressure_gauge_handheld,test,unknown
voc_new_152.jpg,pressure_gauge_industrial,train,unknown
voc_new_153.jpg,pressure_gauge_industrial,test,unknown
voc_new_154.jpg,pressure_gauge_industrial,train,unknown
voc_new_155.jpg,pressure_gauge_industrial,train,unknown
voc_new_156.jpg,pressure_gauge_industrial,train,unknown
voc_new_157.jpg,pressure_gauge_industrial,test,unknown
voc_new_158.jpg,pressure_gauge_industrial,train,unknown
voc_new_159.jpg,pressure_gauge_catalog,train,unknown
voc_new_160.jpg,pressure_gauge_industrial,train,unknown
voc_new_161.jpg,pressure_gauge_industrial,train,unknown
voc_new_162.jpg,pressure_gauge_industrial,train,unknown
voc_new_163.jpg,pressure_gauge_industrial,train,unknown
voc_new_164.jpg,pressure_gauge_industrial,train,unknown
voc_new_165.jpg,pressure_gauge_industrial,train,unknown
voc_new_166.jpg,pressure_gauge_handheld,train,unknown
voc_new_167.jpg,pressure_gauge_industrial,train,unknown
voc_new_168.jpg,pressure_gauge_handheld,train,unknown
voc_new_169.jpg,pressure_gauge_industrial,train,unknown
voc_new_170.jpg,pressure_gauge_industrial,test,unknown
voc_new_171.jpg,pressure_gauge_industrial,test,unknown
voc_new_172.jpg,pressure_gauge_industrial,train,unknown
voc_new_173.jpg,pressure_gauge_industrial,train,unknown
voc_new_174.jpg,pressure_gauge_industrial,test,unknown
voc_new_175.jpg,pressure_gauge_industrial,test,unknown
voc_new_176.jpg,pressure_gauge_industrial,test,unknown
voc_new_177.jpg,pressure_gauge_catalog,train,unknown
voc_new_178.jpg,pressure_gauge_lab,train,unknown
voc_new_179.jpg,pressure_gauge_industrial,train,unknown
voc_new_180.jpg,pressure_gauge_industrial,test,unknown
voc_new_181.jpg,pressure_gauge_industrial,train,unknown
voc_new_182.jpg,pressure_gauge_industrial,train,unknown
voc_new_183.jpg,pressure_gauge_industrial,train,unknown
voc_new_184.jpg,pressure_gauge_industrial,train,unknown
voc_new_185.jpg,pressure_gauge_industrial,train,unknown
voc_new_186.jpg,pressure_gauge_industrial,test,unknown
voc_new_187.jpg,pressure_gauge_lab,train,unknown
voc_new_188.jpg,pressure_gauge_industrial,train,unknown
voc_new_189.jpg,pressure_gauge_industrial,test,unknown
voc_new_190.jpg,pressure_gauge_industrial,train,unknown
voc_new_191.jpg,pressure_gauge_handheld,test,unknown
voc_new_192.jpg,pressure_gauge_industrial,train,unknown
voc_new_193.jpg,pressure_gauge_handheld,train,unknown
voc_new_194.jpg,pressure_gauge_industrial,test,unknown
voc_new_195.jpg,pressure_gauge_industrial,train,unknown
voc_new_196.jpg,pressure_gauge_industrial,test,unknown
voc_new_197.jpg,pressure_gauge_industrial,train,unknown
voc_new_198.jpg,pressure_gauge_industrial,train,unknown
voc_new_199.jpg,pressure_gauge_industrial,train,unknown
voc_new_200.jpg,pressure_gauge_industrial,train,unknown
voc_new_201.jpg,pressure_gauge_industrial,train,unknown
voc_new_202.jpg,pressure_gauge_industrial,train,unknown
voc_new_203.jpg,pressure_gauge_industrial,train,unknown
voc_new_204.jpg,pressure_gauge_industrial,test,unknown
voc_new_205.jpg,pressure_gauge_catalog,test,unknown
voc_new_206.jpg,pressure_gauge_handheld,test,unknown
voc_new_207.jpg,pressure_gauge_industrial,train,unknown
voc_new_208.jpg,pressure_gauge_industrial,train,unknown
voc_new_209.jpg,pressure_gauge_industrial,test,unknown
voc_new_210.jpg,pressure_gauge_industrial,train,unknown
voc_new_211.jpg,pressure_gauge_industrial,train,unknown
voc_new_212.jpg,pressure_gauge_industrial,train,unknown
voc_new_213.jpg,pressure_gauge_industrial,train,unknown
voc_new_214.jpg,pressure_gauge_industrial,test,unknown
voc_new_215.jpg,pressure_gauge_industrial,train,unknown
voc_new_216.jpg,pressure_gauge_industrial,test,unknown
voc_new_217.jpg,pressure_gauge_industrial,test,unknown
voc_new_218.jpg,pressure_gauge_industrial,train,unknown
voc_new_219.jpg,pressure_gauge_industrial,test,unknown
voc_new_220.jpg,pressure_gauge_industrial,train,unknown
voc_new_221.jpg,pressure_gauge_catalog,train,unknown
voc_new_222.jpg,pressure_gauge_industrial,test,unknown
voc_new_223.jpg,pressure_gauge_industrial,train,unknown
voc_new_224.jpg,pressure_gauge_industrial,train,unknown
voc_new_225.jpg,pressure_gauge_industrial,train,unknown
voc_new_226.jpg,pressure_gauge_industrial,train,unknown
voc_new_227.jpg,pressure_gauge_industrial,train,unknown
voc_new_228.jpg,pressure_gauge_industrial,train,unknown
voc_new_229.jpg,pressure_gauge_industrial,train,unknown
voc_new_230.jpg,pressure_gauge_industrial,train,unknown
voc_new_231.jpg,pressure_gauge_industrial,train,unknown
voc_new_232.jpg,pressure_gauge_industrial,train,unknown
voc_new_233.jpg,pressure_gauge_industrial,train,unknown
voc_new_234.jpg,pressure_gauge_industrial,test,unknown
voc_new_235.jpg,pressure_gauge_industrial,test,unknown
voc_new_236.jpg,pressure_gauge_industrial,train,unknown
voc_new_237.jpg,pressure_gauge_lab,test,unknown
voc_new_238.jpg,pressure_gauge_industrial,test,unknown
voc_new_239.jpg,pressure_gauge_industrial,train,unknown
voc_new_240.jpg,pressure_gauge_industrial,train,unknown
voc_new_241.jpg,pressure_gauge_handheld,train,unknown
voc_new_242.jpg,pressure_gauge_industrial,test,unknown
voc_new_243.jpg,pressure_gauge_industrial,train,unknown
voc_new_244.jpg,pressure_gauge_industrial,train,unknown
voc_new_245.jpg,pressure_gauge_handheld,train,unknown
voc_new_246.jpg,pressure_gauge_industrial,train,unknown
voc_new_247.jpg,pressure_gauge_industrial,train,unknown
voc_new_248.jpg,pressure_gauge_industrial,train,unknown
voc_new_249.jpg,pressure_gauge_industrial,train,unknown
voc_new_250.jpg,pressure_gauge_industrial,train,unknown
voc_new_251.jpg,pressure_gauge_industrial,train,unknown
voc_new_252.jpg,pressure_gauge_industrial,test,unknown
voc_new_253.jpg,pressure_gauge_handheld,test,unknown
voc_new_254.jpg,pressure_gauge_industrial,train,unknown
voc_new_255.jpg,pressure_gauge_industrial,test,unknown
voc_new_256.jpg,pressure_gauge_industrial,train,unknown
voc_new_257.jpg,pressure_gauge_industrial,train,unknown
voc_new_258.jpg,pressure_gauge_lab,train,unknown
voc_new_259.jpg,pressure_gauge_industrial,test,unknown
voc_new_260.jpg,pressure_gauge_industrial,train,unknown
voc_new_261.jpg,pressure_gauge_industrial,test,unknown
voc_new_262.jpg,pressure_gauge_industrial,train,unknown
voc_new_263.jpg,pressure_gauge_industrial,train,unknown
voc_new_264.jpg,pressure_gauge_industrial,test,unknown
voc_new_265.jpg,pressure_gauge_industrial,test,unknown
voc_new_266.jpg,pressure_gauge_industrial,test,unknown
voc_new_267.jpg,pressure_gauge_industrial,test,unknown
voc_new_268.jpg,pressure_gauge_handheld,train,unknown
voc_new_269.jpg,pressure_gauge_industrial,train,unknown
voc_new_270.jpg,pressure_gauge_industrial,train,unknown
voc_new_271.jpg,pressure_gauge_industrial,train,unknown
voc_new_272.jpg,pressure_gauge_catalog,train,unknown
voc_new_273.jpg,pressure_gauge_industrial,train,unknown
voc_new_274.jpg,pressure_gauge_industrial,train,unknown
voc_new_275.jpg,pressure_gauge_industrial,train,unknown
voc_new_276.jpg,pressure_gauge_lab,train,unknown
voc_new_277.jpg,pressure_gauge_industrial,train,unknown
voc_new_278.jpg,pressure_gauge_industrial,test,unknown
voc_new_279.jpg,pressure_gauge_industrial,test,unknown
voc_new_280.jpg,pressure_gauge_industrial,test,unknown
voc_new_281.jpg,pressure_gauge_lab,train,unknown
voc_new_282.jpg,pressure_gauge_industrial,train,unknown
voc_new_283.jpg,pressure_gauge_industrial,train,unknown
voc_new_284.jpg,pressure_gauge_industrial,test,unknown
voc_new_285.jpg,pressure_gauge_industrial,test,unknown
voc_new_286.jpg,pressure_gauge_industrial,train,unknown
voc_new_287.jpg,pressure_gauge_industrial,train,unknown
voc_new_288.jpg,pressure_gauge_industrial,train,unknown
voc_new_289.jpg,pressure_gauge_industrial,train,unknown
voc_new_290.jpg,pressure_gauge_lab,train,unknown
voc_new_291.jpg,pressure_gauge_lab,train,unknown
voc_new_292.jpg,pressure_gauge_industrial,train,unknown
voc_new_293.jpg,pressure_gauge_industrial,test,unknown
voc_new_294.jpg,pressure_gauge_industrial,test,unknown
voc_new_295.jpg,pressure_gauge_lab,train,unknown
voc_new_296.jpg,pressure_gauge_industrial,test,unknown
voc_new_297.jpg,pressure_gauge_industrial,test,unknown
voc_new_298.jpg,pressure_gauge_industrial,train,unknown
voc_new_299.jpg,pressure_gauge_industrial,train,unknown
voc_new_300.jpg,pressure_gauge_industrial,train,unknown
voc_new_301.jpg,pressure_gauge_industrial,train,unknown
voc_new_302.jpg,pressure_gauge_lab,train,unknown
voc_new_303.jpg,pressure_gauge_industrial,train,unknown
voc_new_304.jpg,pressure_gauge_handheld,test,unknown
voc_new_305.jpg,pressure_gauge_industrial,test,unknown
voc_new_306.jpg,pressure_gauge_industrial,train,unknown
voc_new_307.jpg,pressure_gauge_lab,train,unknown
voc_new_308.jpg,pressure_gauge_industrial,test,unknown
voc_new_309.jpg,pressure_gauge_industrial,train,unknown
voc_new_310.jpg,pressure_gauge_industrial,train,unknown
voc_new_311.jpg,pressure_gauge_industrial,train,unknown
voc_new_312.jpg,pressure_gauge_industrial,train,unknown
voc_new_313.jpg,pressure_gauge_industrial,test,unknown
voc_new_314.jpg,pressure_gauge_industrial,test,unknown
voc_new_315.jpg,pressure_gauge_industrial,test,unknown
voc_new_316.jpg,pressure_gauge_industrial,test,unknown
voc_new_317.jpg,pressure_gauge_handheld,test,unknown
voc_new_318.jpg,pressure_gauge_industrial,train,unknown
voc_new_319.jpg,pressure_gauge_lab,train,unknown
voc_new_320.jpg,pressure_gauge_industrial,train,unknown
voc_new_321.jpg,pressure_gauge_industrial,test,unknown
voc_new_322.jpg,pressure_gauge_industrial,train,unknown
voc_new_323.jpg,pressure_gauge_industrial,train,unknown
voc_new_324.jpg,pressure_gauge_industrial,test,unknown
voc_new_325.jpg,pressure_gauge_catalog,train,unknown
voc_new_326.jpg,pressure_gauge_industrial,train,unknown
voc_new_327.jpg,pressure_gauge_industrial,train,unknown
voc_new_328.jpg,pressure_gauge_industrial,train,unknown
voc_new_329.jpg,pressure_gauge_industrial,test,unknown
voc_new_330.jpg,pressure_gauge_industrial,train,unknown
voc_new_331.jpg,pressure_gauge_industrial,train,unknown
voc_new_332.jpg,pressure_gauge_industrial,test,unknown
voc_new_333.jpg,pressure_gauge_industrial,train,unknown
voc_new_334.jpg,pressure_gauge_industrial,train,unknown
voc_new_335.jpg,pressure_gauge_industrial,test,unknown
voc_new_336.jpg,pressure_gauge_industrial,train,unknown
voc_new_337.jpg,pressure_gauge_lab,test,unknown
voc_new_338.jpg,pressure_gauge_lab,test,unknown
voc_new_339.jpg,pressure_gauge_industrial,test,unknown
voc_new_340.jpg,pressure_gauge_industrial,test,unknown
voc_new_341.jpg,pressure_gauge_industrial,test,unknown
voc_new_342.jpg,pressure_gauge_industrial,test,unknown
voc_new_343.jpg,pressure_gauge_lab,train,unknown
voc_new_344.jpg,pressure_gauge_industrial,train,unknown
voc_new_345.jpg,pressure_gauge_industrial,train,unknown
voc_new_346.jpg,pressure_gauge_industrial,train,unknown
voc_new_347.jpg,pressure_gauge_industrial,train,unknown
voc_new_348.jpg,pressure_gauge_industrial,train,unknown
voc_new_349.jpg,pressure_gauge_industrial,train,unknown
voc_new_350.jpg,pressure_gauge_industrial,test,unknown
voc_new_351.jpg,pressure_gauge_industrial,train,unknown
voc_new_352.jpg,pressure_gauge_industrial,test,unknown
voc_new_353.jpg,pressure_gauge_industrial,train,unknown
voc_new_354.jpg,pressure_gauge_industrial,train,unknown
voc_new_355.jpg,pressure_gauge_industrial,train,unknown
voc_new_356.jpg,pressure_gauge_catalog,train,unknown
voc_new_357.jpg,pressure_gauge_industrial,train,unknown
voc_new_358.jpg,pressure_gauge_industrial,test,unknown
voc_new_359.jpg,pressure_gauge_industrial,train,unknown
voc_new_360.jpg,pressure_gauge_industrial,train,unknown
voc_new_361.jpg,pressure_gauge_industrial,train,unknown
voc_new_362.jpg,pressure_gauge_industrial,train,unknown
voc_new_363.jpg,pressure_gauge_industrial,train,unknown
voc_new_364.jpg,pressure_gauge_industrial,test,unknown
voc_new_365.jpg,pressure_gauge_industrial,train,unknown
voc_new_366.jpg,pressure_gauge_handheld,train,unknown
voc_new_367.jpg,pressure_gauge_industrial,train,unknown
voc_new_368.jpg,pressure_gauge_industrial,test,unknown
voc_new_369.jpg,pressure_gauge_industrial,train,unknown
voc_new_370.jpg,pressure_gauge_industrial,train,unknown
voc_new_371.jpg,pressure_gauge_industrial,test,unknown
voc_new_372.jpg,pressure_gauge_industrial,test,unknown
voc_new_373.jpg,pressure_gauge_handheld,test,unknown
voc_new_374.jpg,pressure_gauge_industrial,test,unknown
voc_new_375.jpg,pressure_gauge_industrial,train,unknown
voc_new_376.jpg,pressure_gauge_industrial,train,unknown
voc_new_377.jpg,pressure_gauge_lab,train,unknown
voc_new_378.jpg,pressure_gauge_lab,train,unknown
voc_new_379.jpg,pressure_gauge_industrial,train,unknown
voc_new_380.jpg,pressure_gauge_industrial,train,unknown
voc_new_381.jpg,pressure_gauge_industrial,test,unknown
voc_new_382.jpg,pressure_gauge_industrial,test,unknown
voc_new_383.jpg,pressure_gauge_lab,train,unknown
voc_new_384.jpg,pressure_gauge_handheld,train,unknown
voc_new_385.jpg,pressure_gauge_catalog,train,unknown
voc_new_386.jpg,pressure_gauge_industrial,train,unknown
voc_new_387.jpg,pressure_gauge_industrial,train,unknown
voc_new_388.jpg,pressure_gauge_industrial,test,unknown
voc_new_389.jpg,pressure_gauge_industrial,train,unknown
voc_new_390.jpg,pressure_gauge_industrial,test,unknown
voc_new_391.jpg,pressure_gauge_industrial,train,unknown
voc_new_392.jpg,pressure_gauge_industrial,train,unknown
voc_new_393.jpg,pressure_gauge_industrial,train,unknown
voc_new_394.jpg,pressure_gauge_industrial,train,unknown
voc_new_395.jpg,pressure_gauge_industrial,train,unknown
voc_new_396.jpg,pressure_gauge_handheld,train,unknown
voc_new_397.jpg,pressure_gauge_industrial,train,unknown
voc_new_398.jpg,pressure_gauge_industrial,train,unknown
voc_new_399.jpg,pressure_gauge_catalog,test,unknown
voc_new_400.jpg,pressure_gauge_industrial,train,unknown
voc_new_401.jpg,pressure_gauge_industrial,train,unknown
voc_new_402.jpg,pressure_gauge_catalog,train,unknown
voc_new_403.jpg,pressure_gauge_industrial,train,unknown
voc_new_404.jpg,pressure_gauge_catalog,train,unknown
voc_new_405.jpg,pressure_gauge_industrial,test,unknown
voc_new_406.jpg,pressure_gauge_handheld,test,unknown
voc_new_407.jpg,pressure_gauge_handheld,train,unknown
voc_new_408.jpg,pressure_gauge_lab,train,unknown
voc_new_409.jpg,pressure_gauge_industrial,train,unknown
voc_new_410.jpg,pressure_gauge_industrial,train,unknown
voc_new_411.jpg,pressure_gauge_industrial,train,unknown
voc_new_412.jpg,pressure_gauge_industrial,test,unknown
voc_new_413.jpg,pressure_gauge_industrial,train,unknown
voc_new_414.jpg,pressure_gauge_industrial,test,unknown
voc_new_415.jpg,pressure_gauge_handheld,train,unknown
